"","infinitive","forms"
"61","apreciar","aprecio;aprecias;aprecia;apreciamos;apreciáis;aprecian;apreciando;apreciado;apreciaré;apreciarás;apreciará;apreciaremos;apreciaréis;apreciarán;apreciaba;apreciabas;apreciábamos;apreciabais;apreciaban;aprecié;apreciaste;apreció;apreciasteis;apreciaron;apreciaría;apreciarías;apreciaríamos;apreciaríais;apreciarían;aprecie;aprecies;apreciemos;apreciéis;aprecien;apreciara;apreciaras;apreciáramos;apreciarais;apreciaran;apreciare;apreciares;apreciáremos;apreciareis;apreciaren;;apreciad"
"62","aprender","aprendo;aprendes;aprende;aprendemos;aprendéis;aprenden;aprendiendo;aprendido;aprenderé;aprenderás;aprenderá;aprenderemos;aprenderéis;aprenderán;aprendía;aprendías;aprendíamos;aprendíais;aprendían;aprendí;aprendiste;aprendió;aprendimos;aprendisteis;aprendieron;aprendería;aprenderías;aprenderíamos;aprenderíais;aprenderían;aprenda;aprendas;aprendamos;aprendáis;aprendan;aprendiera;aprendieras;aprendiéramos;aprendierais;aprendieran;aprendiere;aprendieres;aprendiéremos;aprendiereis;aprendieren;;aprended"
"63","apretar","aprieto;aprietas;aprieta;apretamos;apretáis;aprietan;apretando;apretado;apretaré;apretarás;apretará;apretaremos;apretaréis;apretarán;apretaba;apretabas;apretábamos;apretabais;apretaban;apreté;apretaste;apretó;apretasteis;apretaron;apretaría;apretarías;apretaríamos;apretaríais;apretarían;apriete;aprietes;apretemos;apretéis;aprieten;apretara;apretaras;apretáramos;apretarais;apretaran;apretare;apretares;apretáremos;apretareis;apretaren;;apretad"
"64","aprobar","apruebo;apruebas;aprueba;aprobamos;aprobáis;aprueban;aprobando;aprobado;aprobaré;aprobarás;aprobará;aprobaremos;aprobaréis;aprobarán;aprobaba;aprobabas;aprobábamos;aprobabais;aprobaban;aprobé;aprobaste;aprobó;aprobasteis;aprobaron;aprobaría;aprobarías;aprobaríamos;aprobaríais;aprobarían;apruebe;apruebes;aprobemos;aprobéis;aprueben;aprobara;aprobaras;aprobáramos;aprobarais;aprobaran;aprobare;aprobares;aprobáremos;aprobareis;aprobaren;;aprobad"
"65","arreglar","arreglo;arreglas;arregla;arreglamos;arregláis;arreglan;arreglando;arreglado;arreglaré;arreglarás;arreglará;arreglaremos;arreglaréis;arreglarán;arreglaba;arreglabas;arreglábamos;arreglabais;arreglaban;arreglé;arreglaste;arregló;arreglasteis;arreglaron;arreglaría;arreglarías;arreglaríamos;arreglaríais;arreglarían;arregle;arregles;arreglemos;arregléis;arreglen;arreglara;arreglaras;arregláramos;arreglarais;arreglaran;arreglare;arreglares;arregláremos;arreglareis;arreglaren;;arreglad"
"66","arrepentirse",";arrepiéntete;arrepentíos;arrepiéntase;arrepiéntanse;arrepintiéndose;arrepentido"
"67","arrojar","arrojo;arrojas;arroja;arrojamos;arrojáis;arrojan;arrojando;arrojado;arrojaré;arrojarás;arrojará;arrojaremos;arrojaréis;arrojarán;arrojaba;arrojabas;arrojábamos;arrojabais;arrojaban;arrojé;arrojaste;arrojó;arrojasteis;arrojaron;arrojaría;arrojarías;arrojaríamos;arrojaríais;arrojarían;arroje;arrojes;arrojemos;arrojéis;arrojen;arrojara;arrojaras;arrojáramos;arrojarais;arrojaran;arrojare;arrojares;arrojáremos;arrojareis;arrojaren;;arrojad"
"68","asistir","asista;asistas;asistamos;asistáis;asistan;asistiendo;asistido;asisto;asistes;asiste;asistimos;asistís;asisten;asistiré;asistirás;asistirá;asistiremos;asistiréis;asistirán;asistía;asistías;asistíamos;asistíais;asistían;asistí;asististe;asistió;asististeis;asistieron;asistiría;asistirías;asistiríamos;asistiríais;asistirían;asistiera;asistieras;asistiéramos;asistierais;asistieran;asistiere;asistieres;asistiéremos;asistiereis;asistieren;;asistid"
"69","asociar","asocio;asocias;asocia;asociamos;asociáis;asocian;asociando;asociado;asociaré;asociarás;asociará;asociaremos;asociaréis;asociarán;asociaba;asociabas;asociábamos;asociabais;asociaban;asocié;asociaste;asoció;asociasteis;asociaron;asociaría;asociarías;asociaríamos;asociaríais;asociarían;asocie;asocies;asociemos;asociéis;asocien;asociara;asociaras;asociáramos;asociarais;asociaran;asociare;asociares;asociáremos;asociareis;asociaren;;asociad"
"70","aspirar","aspiro;aspiras;aspira;aspiramos;aspiráis;aspiran;aspirando;aspirado;aspiraré;aspirarás;aspirará;aspiraremos;aspiraréis;aspirarán;aspiraba;aspirabas;aspirábamos;aspirabais;aspiraban;aspiré;aspiraste;aspiró;aspirasteis;aspiraron;aspiraría;aspirarías;aspiraríamos;aspiraríais;aspirarían;aspire;aspires;aspiremos;aspiréis;aspiren;aspirara;aspiraras;aspiráramos;aspirarais;aspiraran;aspirare;aspirares;aspiráremos;aspirareis;aspiraren;;aspirad"
"71","asustar","asusto;asustas;asusta;asustamos;asustáis;asustan;asustando;asustado;asustaré;asustarás;asustará;asustaremos;asustaréis;asustarán;asustaba;asustabas;asustábamos;asustabais;asustaban;asusté;asustaste;asustó;asustasteis;asustaron;asustaría;asustarías;asustaríamos;asustaríais;asustarían;asuste;asustes;asustemos;asustéis;asusten;asustara;asustaras;asustáramos;asustarais;asustaran;asustare;asustares;asustáremos;asustareis;asustaren;;asustad"
"72","asustarse",";asústate;asustaos;asústese;asústense;asustándose;asustado"
"73","atacar","ataco;atacas;ataca;atacamos;atacáis;atacan;atacando;atacado;atacaré;atacarás;atacará;atacaremos;atacaréis;atacarán;atacaba;atacabas;atacábamos;atacabais;atacaban;ataqué;atacaste;atacó;atacasteis;atacaron;atacaría;atacarías;atacaríamos;atacaríais;atacarían;ataque;ataques;ataquemos;ataquéis;ataquen;atacara;atacaras;atacáramos;atacarais;atacaran;atacare;atacares;atacáremos;atacareis;atacaren;;atacad"
"74","atender","atiendo;atiendes;atiende;atendemos;atendéis;atienden;atendiendo;atendido;atenderé;atenderás;atenderá;atenderemos;atenderéis;atenderán;atendía;atendías;atendíamos;atendíais;atendían;atendí;atendiste;atendió;atendimos;atendisteis;atendieron;atendería;atenderías;atenderíamos;atenderíais;atenderían;atienda;atiendas;atendamos;atendáis;atiendan;atendiera;atendieras;atendiéramos;atendierais;atendieran;atendiere;atendieres;atendiéremos;atendiereis;atendieren;;atended"
"75","atraer","atraigo;atraes;atrae;atraemos;atraéis;atraen;atrayendo;atraído;atraeré;atraerás;atraerá;atraeremos;atraeréis;atraerán;atraía;atraías;atraíamos;atraíais;atraían;atraje;atrajiste;atrajo;atrajimos;atrajisteis;atrajeron;atraería;atraerías;atraeríamos;atraeríais;atraerían;atraiga;atraigas;atraigamos;atraigáis;atraigan;atrajera;atrajeras;atrajéramos;atrajerais;atrajeran;atrajere;atrajeres;atrajéremos;atrajereis;atrajeren;;atraed"
"76","atravesar","atravieso;atraviesas;atraviesa;atravesamos;atravesáis;atraviesan;atravesando;atravesado;atravesaré;atravesarás;atravesará;atravesaremos;atravesaréis;atravesarán;atravesaba;atravesabas;atravesábamos;atravesabais;atravesaban;atravesé;atravesaste;atravesó;atravesasteis;atravesaron;atravesaría;atravesarías;atravesaríamos;atravesaríais;atravesarían;atraviese;atravieses;atravesemos;atraveséis;atraviesen;atravesara;atravesaras;atravesáramos;atravesarais;atravesaran;atravesare;atravesares;atravesáremos;atravesareis;atravesaren;;atravesad"
"77","atreverse",";atrévete;atreveos;atrévase;atrévanse;atreviéndose;atrevido"
"78","aumentar","aumento;aumentas;aumenta;aumentamos;aumentáis;aumentan;aumentando;aumentado;aumentaré;aumentarás;aumentará;aumentaremos;aumentaréis;aumentarán;aumentaba;aumentabas;aumentábamos;aumentabais;aumentaban;aumenté;aumentaste;aumentó;aumentasteis;aumentaron;aumentaría;aumentarías;aumentaríamos;aumentaríais;aumentarían;aumente;aumentes;aumentemos;aumentéis;aumenten;aumentara;aumentaras;aumentáramos;aumentarais;aumentaran;aumentare;aumentares;aumentáremos;aumentareis;aumentaren;;aumentad"
"79","avanzar","avanzo;avanzas;avanza;avanzamos;avanzáis;avanzan;avanzando;avanzado;avanzaré;avanzarás;avanzará;avanzaremos;avanzaréis;avanzarán;avanzaba;avanzabas;avanzábamos;avanzabais;avanzaban;avancé;avanzaste;avanzó;avanzasteis;avanzaron;avanzaría;avanzarías;avanzaríamos;avanzaríais;avanzarían;avance;avances;avancemos;avancéis;avancen;avanzara;avanzaras;avanzáramos;avanzarais;avanzaran;avanzare;avanzares;avanzáremos;avanzareis;avanzaren;;avanzad"
"80","averiguar","averiguo;averiguas;averigua;averiguamos;averiguáis;averiguan;averiguando;averiguado;averiguaré;averiguarás;averiguará;averiguaremos;averiguaréis;averiguarán;averiguaba;averiguabas;averiguábamos;averiguabais;averiguaban;averigüé;averiguaste;averiguó;averiguasteis;averiguaron;averiguaría;averiguarías;averiguaríamos;averiguaríais;averiguarían;averigüe;averigües;averigüemos;averigüéis;averigüen;averiguara;averiguaras;averiguáramos;averiguarais;averiguaran;averiguare;averiguares;averiguáremos;averiguareis;averiguaren;;averiguad"
"81","avisar","aviso;avisas;avisa;avisamos;avisáis;avisan;avisando;avisado;avisaré;avisarás;avisará;avisaremos;avisaréis;avisarán;avisaba;avisabas;avisábamos;avisabais;avisaban;avisé;avisaste;avisó;avisasteis;avisaron;avisaría;avisarías;avisaríamos;avisaríais;avisarían;avise;avises;avisemos;aviséis;avisen;avisara;avisaras;avisáramos;avisarais;avisaran;avisare;avisares;avisáremos;avisareis;avisaren;;avisad"
"82","ayudar","ayudo;ayudas;ayuda;ayudamos;ayudáis;ayudan;ayudando;ayudado;ayudaré;ayudarás;ayudará;ayudaremos;ayudaréis;ayudarán;ayudaba;ayudabas;ayudábamos;ayudabais;ayudaban;ayudé;ayudaste;ayudó;ayudasteis;ayudaron;ayudaría;ayudarías;ayudaríamos;ayudaríais;ayudarían;ayude;ayudes;ayudemos;ayudéis;ayuden;ayudara;ayudaras;ayudáramos;ayudarais;ayudaran;ayudare;ayudares;ayudáremos;ayudareis;ayudaren;;ayudad"
"83","bailar","bailo;bailas;baila;bailamos;bailáis;bailan;bailando;bailado;bailaré;bailarás;bailará;bailaremos;bailaréis;bailarán;bailaba;bailabas;bailábamos;bailabais;bailaban;bailé;bailaste;bailó;bailasteis;bailaron;bailaría;bailarías;bailaríamos;bailaríais;bailarían;baile;bailes;bailemos;bailéis;bailen;bailara;bailaras;bailáramos;bailarais;bailaran;bailare;bailares;bailáremos;bailareis;bailaren;;bailad"
"84","bajar","bajo;bajas;baja;bajamos;bajáis;bajan;bajando;bajado;bajaré;bajarás;bajará;bajaremos;bajaréis;bajarán;bajaba;bajabas;bajábamos;bajabais;bajaban;bajé;bajaste;bajó;bajasteis;bajaron;bajaría;bajarías;bajaríamos;bajaríais;bajarían;baje;bajes;bajemos;bajéis;bajen;bajara;bajaras;bajáramos;bajarais;bajaran;bajare;bajares;bajáremos;bajareis;bajaren;;bajad"
"85","bañar","baño;bañas;baña;bañamos;bañáis;bañan;bañando;bañado;bañaré;bañarás;bañará;bañaremos;bañaréis;bañarán;bañaba;bañabas;bañábamos;bañabais;bañaban;bañé;bañaste;bañó;bañasteis;bañaron;bañaría;bañarías;bañaríamos;bañaríais;bañarían;bañe;bañes;bañemos;bañéis;bañen;bañara;bañaras;bañáramos;bañarais;bañaran;bañare;bañares;bañáremos;bañareis;bañaren;;bañad"
"86","bañarse",";báñate;bañaos;báñese;báñense;bañándose;bañado"
"87","barrer","barro;barres;barre;barremos;barréis;barren;barriendo;barrido;barreré;barrerás;barrerá;barreremos;barreréis;barrerán;barría;barrías;barríamos;barríais;barrían;barrí;barriste;barrió;barrimos;barristeis;barrieron;barrería;barrerías;barreríamos;barreríais;barrerían;barra;barras;barramos;barráis;barran;barriera;barrieras;barriéramos;barrierais;barrieran;barriere;barrieres;barriéremos;barriereis;barrieren;;barred"
"88","batir","bato;bates;bate;batimos;batís;baten;batiendo;batido;batiré;batirás;batirá;batiremos;batiréis;batirán;batía;batías;batíamos;batíais;batían;batí;batiste;batió;batisteis;batieron;batiría;batirías;batiríamos;batiríais;batirían;bata;batas;batamos;batáis;batan;batiera;batieras;batiéramos;batierais;batieran;batiere;batieres;batiéremos;batiereis;batieren;;batid"
"89","bautizar","bautizo;bautizas;bautiza;bautizamos;bautizáis;bautizan;bautizando;bautizado;bautizaré;bautizarás;bautizará;bautizaremos;bautizaréis;bautizarán;bautizaba;bautizabas;bautizábamos;bautizabais;bautizaban;bauticé;bautizaste;bautizó;bautizasteis;bautizaron;bautizaría;bautizarías;bautizaríamos;bautizaríais;bautizarían;bautice;bautices;bauticemos;bauticéis;bauticen;bautizara;bautizaras;bautizáramos;bautizarais;bautizaran;bautizare;bautizares;bautizáremos;bautizareis;bautizaren;;bautizad"
"90","beber","bebo;bebes;bebe;bebemos;bebéis;beben;bebiendo;bebido;beberé;beberás;beberá;beberemos;beberéis;beberán;bebía;bebías;bebíamos;bebíais;bebían;bebí;bebiste;bebió;bebimos;bebisteis;bebieron;bebería;beberías;beberíamos;beberíais;beberían;beba;bebas;bebamos;bebáis;beban;bebiera;bebieras;bebiéramos;bebierais;bebieran;bebiere;bebieres;bebiéremos;bebiereis;bebieren;;bebed"
"91","bendecir","bendigo;bendices;bendice;bendecimos;bendecís;bendicen;bendiciendo;bendito;bendeciré;bendecirás;bendecirá;bendeciremos;bendeciréis;bendecirán;bendecía;bendecías;bendecíamos;bendecíais;bendecían;bendije;bendijiste;bendijo;bendijimos;bendijisteis;bendijeron;bendeciría;bendecirías;bendeciríamos;bendeciríais;bendecirían;bendiga;bendigas;bendigamos;bendigáis;bendigan;bendijera;bendijeras;bendijéramos;bendijerais;bendijeran;bendijere;bendijeres;bendijéremos;bendijereis;bendijeren;;bendecid"
"92","besar","beso;besas;besa;besamos;besáis;besan;besando;besado;besaré;besarás;besará;besaremos;besaréis;besarán;besaba;besabas;besábamos;besabais;besaban;besé;besaste;besó;besasteis;besaron;besaría;besarías;besaríamos;besaríais;besarían;bese;beses;besemos;beséis;besen;besara;besaras;besáramos;besarais;besaran;besare;besares;besáremos;besareis;besaren;;besad"
"93","bordar","bordo;bordas;borda;bordamos;bordáis;bordan;bordando;bordado;bordaré;bordarás;bordará;bordaremos;bordaréis;bordarán;bordaba;bordabas;bordábamos;bordabais;bordaban;bordé;bordaste;bordó;bordasteis;bordaron;bordaría;bordarías;bordaríamos;bordaríais;bordarían;borde;bordes;bordemos;bordéis;borden;bordara;bordaras;bordáramos;bordarais;bordaran;bordare;bordares;bordáremos;bordareis;bordaren;;bordad"
"94","borrar","borro;borras;borra;borramos;borráis;borran;borrando;borrado;borraré;borrarás;borrará;borraremos;borraréis;borrarán;borraba;borrabas;borrábamos;borrabais;borraban;borré;borraste;borró;borrasteis;borraron;borraría;borrarías;borraríamos;borraríais;borrarían;borre;borres;borremos;borréis;borren;borrara;borraras;borráramos;borrarais;borraran;borrare;borrares;borráremos;borrareis;borraren;;borrad"
"95","brillar","brillo;brillas;brilla;brillamos;brilláis;brillan;brillando;brillado;brillaré;brillarás;brillará;brillaremos;brillaréis;brillarán;brillaba;brillabas;brillábamos;brillabais;brillaban;brillé;brillaste;brilló;brillasteis;brillaron;brillaría;brillarías;brillaríamos;brillaríais;brillarían;brille;brilles;brillemos;brilléis;brillen;brillara;brillaras;brilláramos;brillarais;brillaran;brillare;brillares;brilláremos;brillareis;brillaren;;brillad"
"96","brindar","brindo;brindas;brinda;brindamos;brindáis;brindan;brindando;brindado;brindaré;brindarás;brindará;brindaremos;brindaréis;brindarán;brindaba;brindabas;brindábamos;brindabais;brindaban;brindé;brindaste;brindó;brindasteis;brindaron;brindaría;brindarías;brindaríamos;brindaríais;brindarían;brinde;brindes;brindemos;brindéis;brinden;brindara;brindaras;brindáramos;brindarais;brindaran;brindare;brindares;brindáremos;brindareis;brindaren;;brindad"
"97","broncearse",";broncéate;bronceaos;broncéese;broncéense;bronceándose;bronceado"
"98","bucear","buceo;buceas;bucea;buceamos;buceáis;bucean;buceando;buceado;bucearé;bucearás;buceará;bucearemos;bucearéis;bucearán;buceaba;buceabas;buceábamos;buceabais;buceaban;buceé;buceaste;buceó;buceasteis;bucearon;bucearía;bucearías;bucearíamos;bucearíais;bucearían;bucee;bucees;buceemos;buceéis;buceen;buceara;bucearas;buceáramos;bucearais;bucearan;buceare;buceares;buceáremos;buceareis;bucearen;;bucead"
"99","burlar","burlo;burlas;burla;burlamos;burláis;burlan;burlando;burlado;burlaré;burlarás;burlará;burlaremos;burlaréis;burlarán;burlaba;burlabas;burlábamos;burlabais;burlaban;burlé;burlaste;burló;burlasteis;burlaron;burlaría;burlarías;burlaríamos;burlaríais;burlarían;burle;burles;burlemos;burléis;burlen;burlara;burlaras;burláramos;burlarais;burlaran;burlare;burlares;burláremos;burlareis;burlaren;;burlad"
"100","burlarse",";búrlate;burlaos;búrlese;búrlense;burlándose;burlado"
"101","buscar","busco;buscas;busca;buscamos;buscáis;buscan;buscando;buscado;buscaré;buscarás;buscará;buscaremos;buscaréis;buscarán;buscaba;buscabas;buscábamos;buscabais;buscaban;busqué;buscaste;buscó;buscasteis;buscaron;buscaría;buscarías;buscaríamos;buscaríais;buscarían;busque;busques;busquemos;busquéis;busquen;buscara;buscaras;buscáramos;buscarais;buscaran;buscare;buscares;buscáremos;buscareis;buscaren;;buscad"
"102","caber","quepo;cabes;cabe;cabemos;cabéis;caben;cabiendo;cabido;cabré;cabrás;cabrá;cabremos;cabréis;cabrán;cabía;cabías;cabíamos;cabíais;cabían;cupe;cupiste;cupo;cupimos;cupisteis;cupieron;cabría;cabrías;cabríamos;cabríais;cabrían;quepa;quepas;quepamos;quepáis;quepan;cupiera;cupieras;cupiéramos;cupierais;cupieran;cupiere;cupieres;cupiéremos;cupiereis;cupieren;;cabed"
"103","caer","caigo;caes;cae;caemos;caéis;caen;cayendo;caído;caeré;caerás;caerá;caeremos;caeréis;caerán;caía;caías;caíamos;caíais;caían;caí;caíste;cayó;caímos;caísteis;cayeron;caería;caerías;caeríamos;caeríais;caerían;caiga;caigas;caigamos;caigáis;caigan;cayera;cayeras;cayéramos;cayerais;cayeran;cayere;cayeres;cayéremos;cayereis;cayeren;;caed"
"104","calcular","calculo;calculas;calcula;calculamos;calculáis;calculan;calculando;calculado;calcularé;calcularás;calculará;calcularemos;calcularéis;calcularán;calculaba;calculabas;calculábamos;calculabais;calculaban;calculé;calculaste;calculó;calculasteis;calcularon;calcularía;calcularías;calcularíamos;calcularíais;calcularían;calcule;calcules;calculemos;calculéis;calculen;calculara;calcularas;calculáramos;calcularais;calcularan;calculare;calculares;calculáremos;calculareis;calcularen;;calculad"
"105","calentar","caliento;calientas;calienta;calentamos;calentáis;calientan;calentando;calentado;calentaré;calentarás;calentará;calentaremos;calentaréis;calentarán;calentaba;calentabas;calentábamos;calentabais;calentaban;calenté;calentaste;calentó;calentasteis;calentaron;calentaría;calentarías;calentaríamos;calentaríais;calentarían;caliente;calientes;calentemos;calentéis;calienten;calentara;calentaras;calentáramos;calentarais;calentaran;calentare;calentares;calentáremos;calentareis;calentaren;;calentad"
